,system,doc,doc_id,seg_id,rater,src,mt,ref,score,zscore
6793,eTranslation,voa-en.100681,7,523,rater1,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Anordnung, das Konsulat in Chengdu zu schließen, wurde am Freitag als Vergeltung für einen US-Befehl erlassen, das chinesische Konsulat in Houston, Texas, zu schließen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.31342974724568423
6794,metricsystem1,voa-en.100681,7,523,rater9,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Anordnung zur Schließung des Konsulats in Chengdu wurde am Freitag als Vergeltung für eine Anordnung der USA zur Schließung des chinesischen Konsulats in Houston, Texas, erlassen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.7803292763959668
6795,metricsystem2,voa-en.100681,7,523,rater2,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Befehl zur Schließung des Konsulats in Chengdu wurde am Freitag als Vergeltung für einen US-Befehl zur Schließung des chinesischen Konsulats in Houston, Texas, erteilt.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.5824308458428316
6796,metricsystem3,voa-en.100681,7,523,rater4,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Befehl, das Konsulat in Chengdu zu schließen, wurde am Freitag als Vergeltung für einen US-Befehl erlassen, das chinesische Konsulat in Houston, Texas, zu schließen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",-1,0.282723265292386
6797,metricsystem4,voa-en.100681,7,523,rater1,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Anordnung zur Schließung des Konsulats in Chengdu wurde am Freitag als Vergeltung für eine Anordnung der USA zur Schließung des chinesischen Konsulats in Houston, Texas, erlassen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.31342974724568423
6798,metricsystem5,voa-en.100681,7,523,rater2,"China's order to close the consulate in Chengdu was issued Friday in retaliation for a U.S. order to close the Chinese consulate in Houston, Texas.","Chinas Anordnung zur Schließung des Konsulats in Chengdu wurde am Freitag als Vergeltung für eine US-Anweisung zur Schließung des chinesischen Konsulats in Houston, Texas, erlassen.","China beschloss die Schließung des Konsulats in Chengdu am Freitag als Vergeltungsmaßnahme für die von den USA angeordnete Schließung des chinesischen Konsulats in Houston, Texas.",0,0.5824308458428316
6799,Facebook-AI,voa-en.100681,8,524,rater6,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington befahl China, das Büro in Houston zu schließen, „um das amerikanische geistige Eigentum und die privaten Informationen der Amerikaner zu schützen“.","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",0,0.6319180223880377
6800,HuaweiTSC,voa-en.100681,8,524,rater4,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington befahl China, das Büro in Houston zu schließen, „um das geistige Eigentum der Amerikaner und die privaten Informationen der Amerikaner zu schützen“.","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",-2,-0.1320532753958637
6801,Nemo,voa-en.100681,8,524,rater2,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington forderte China auf, das Büro in Houston zu schließen, „um amerikanisches geistiges Eigentum und die privaten Informationen der Amerikaner zu schützen“.","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",0,0.5824308458428316
6802,Online-W,voa-en.100681,8,524,rater1,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington befahl China, das Büro in Houston zu schließen, ""um amerikanisches geistiges Eigentum und die privaten Informationen der Amerikaner zu schützen.""","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",0,0.31342974724568423
6803,UEdin,voa-en.100681,8,524,rater1,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington befahl China, das Büro in Houston zu schließen, „um amerikanisches geistiges Eigentum und die privaten Informationen der Amerikaner zu schützen“.","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",0,0.31342974724568423
6804,VolcTrans-AT,voa-en.100681,8,524,rater1,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington wies China an, das Büro in Houston zu schließen, „um amerikanisches geistiges Eigentum und die privaten Informationen der Amerikaner zu schützen“.","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",0,0.31342974724568423
6805,VolcTrans-GLAT,voa-en.100681,8,524,rater12,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington wies China an, das Büro in Houston zu schließen, „um amerikanisches geistiges Eigentum und die privaten Informationen der Amerikaner zu schützen.“","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",-1,0.32786813318852326
6806,eTranslation,voa-en.100681,8,524,rater1,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington befahl China, das Büro in Houston zu schließen, „um amerikanisches geistiges Eigentum und die privaten Informationen der Amerikaner zu schützen“.","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",0,0.31342974724568423
6807,metricsystem1,voa-en.100681,8,524,rater9,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington befahl China, das Büro in Houston zu schließen, ""um das geistige Eigentum der USA und die privaten Informationen der Amerikaner zu schützen"".","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",0,0.7803292763959668
6808,metricsystem2,voa-en.100681,8,524,rater2,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington befahl China, das Büro in Houston zu schließen, ""um das amerikanische geistige Eigentum und die privaten Informationen der Amerikaner zu schützen"".","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",-10,-1.5649584484182744
6809,metricsystem3,voa-en.100681,8,524,rater4,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington befahl China, das Büro in Houston zu schließen, ""um das geistige Eigentum der USA und die privaten Daten der Amerikaner zu schützen"".","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",-1,0.282723265292386
6810,metricsystem4,voa-en.100681,8,524,rater1,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington befahl China, das Büro in Houston zu schließen, ""um das geistige Eigentum der USA und die privaten Informationen der Amerikaner zu schützen"".","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",0,0.31342974724568423
6811,metricsystem5,voa-en.100681,8,524,rater2,"Washington ordered China to close the Houston office ""to protect American intellectual property and Americans' private information.""","Washington befahl China, das Büro in Houston zu schließen, “um das geistige Eigentum der USA und die privaten Informationen der Amerikaner zu schützen”.","Washington befahl China, den Standort in Houston zu schließen, um „amerikanisches geistiges Eigentum und personenbezogene Informationen von Amerikanern zu schützen“.",0,0.5824308458428316
6812,Facebook-AI,voa-en.100681,9,525,rater6,"As Chinese consulate closure in Houston took effect on Friday, a group of men who appeared to be U.S. officials were seen breaking-in to the facility through a back door.","Als die Schließung des chinesischen Konsulats in Houston am Freitag in Kraft trat, wurde eine Gruppe von Männern, die US-Beamte zu sein schienen, gesehen, wie sie durch eine Hintertür in die Einrichtung einbrachen.","Als am Freitag die Schließung des chinesischen Konsulats in Houston erfolgte, wurden eine Gruppe von Männern, bei denen es sich anscheinend um US-Beamte handelte, dabei beobachtet, wie sie durch eine Hintertür in das Gebäude eindrangen.",0,0.6319180223880377
6813,HuaweiTSC,voa-en.100681,9,525,rater4,"As Chinese consulate closure in Houston took effect on Friday, a group of men who appeared to be U.S. officials were seen breaking-in to the facility through a back door.","Als am Freitag die Schließung des chinesischen Konsulats in Houston in Kraft trat, wurde eine Gruppe von Männern, die US-Beamte zu sein schienen, gesehen, wie sie durch eine Hintertür in die Einrichtung einbrachen.","Als am Freitag die Schließung des chinesischen Konsulats in Houston erfolgte, wurden eine Gruppe von Männern, bei denen es sich anscheinend um US-Beamte handelte, dabei beobachtet, wie sie durch eine Hintertür in das Gebäude eindrangen.",-1,0.282723265292386
6814,Nemo,voa-en.100681,9,525,rater2,"As Chinese consulate closure in Houston took effect on Friday, a group of men who appeared to be U.S. officials were seen breaking-in to the facility through a back door.","Als die Schließung des chinesischen Konsulats in Houston am Freitag in Kraft trat, wurde eine Gruppe von Männern, die US-Beamte zu sein schienen, durch eine Hintertür in die Einrichtung eingedrungen.","Als am Freitag die Schließung des chinesischen Konsulats in Houston erfolgte, wurden eine Gruppe von Männern, bei denen es sich anscheinend um US-Beamte handelte, dabei beobachtet, wie sie durch eine Hintertür in das Gebäude eindrangen.",-5,-0.4912638012877214
6815,Online-W,voa-en.100681,9,525,rater1,"As Chinese consulate closure in Houston took effect on Friday, a group of men who appeared to be U.S. officials were seen breaking-in to the facility through a back door.","Als das chinesische Konsulat in Houston am Freitag geschlossen wurde, wurde eine Gruppe von Männern, die anscheinend US-Beamte waren, gesehen, wie sie durch eine Hintertür in die Einrichtung einbrachen.","Als am Freitag die Schließung des chinesischen Konsulats in Houston erfolgte, wurden eine Gruppe von Männern, bei denen es sich anscheinend um US-Beamte handelte, dabei beobachtet, wie sie durch eine Hintertür in das Gebäude eindrangen.",0,0.31342974724568423
6816,UEdin,voa-en.100681,9,525,rater1,"As Chinese consulate closure in Houston took effect on Friday, a group of men who appeared to be U.S. officials were seen breaking-in to the facility through a back door.","Als die Schließung des chinesischen Konsulats in Houston am Freitag in Kraft trat, wurde eine Gruppe von Männern, die US-Beamte zu sein schienen, gesehen, wie sie durch eine Hintertür in die Einrichtung einbrachen.","Als am Freitag die Schließung des chinesischen Konsulats in Houston erfolgte, wurden eine Gruppe von Männern, bei denen es sich anscheinend um US-Beamte handelte, dabei beobachtet, wie sie durch eine Hintertür in das Gebäude eindrangen.",0,0.31342974724568423
6817,VolcTrans-AT,voa-en.100681,9,525,rater1,"As Chinese consulate closure in Houston took effect on Friday, a group of men who appeared to be U.S. officials were seen breaking-in to the facility through a back door.","Als die Schließung des chinesischen Konsulats in Houston am Freitag in Kraft trat, wurde eine Gruppe von Männern, die US-Beamte zu sein schienen, gesehen, wie sie durch eine Hintertür in die Einrichtung einbrachen.","Als am Freitag die Schließung des chinesischen Konsulats in Houston erfolgte, wurden eine Gruppe von Männern, bei denen es sich anscheinend um US-Beamte handelte, dabei beobachtet, wie sie durch eine Hintertür in das Gebäude eindrangen.",0,0.31342974724568423
